1652803928.200446;it;['go', 'if', 'it'];3;2;True
1652803928.276782;ad;['if', 'go', 'ad'];3;2;True
1652803928.3535528;if;['if'];1;2;True
1652803928.4308693;go;['go'];1;2;True
1652803928.5086913;go;['if', 'ad', 'go'];3;2;True
1652803928.5874307;go;['ad', 'if', 'go'];3;2;True
1652803928.662897;go;['ad', 'it', 'go'];3;2;True
1652803928.7413955;ad;['it', 'go', 'ad'];3;2;True
1652803928.8235717;it;['go', 'if', 'it'];3;2;True
1652803928.9003808;ad;['go', 'it', 'ad'];3;2;True
1652803928.985302;ad;['if', 'ad'];2;2;True
1652803929.06537;it;['it'];1;2;True
1652803929.1981685;go;['ad', 'if', 'go'];3;2;True
1652803929.4350326;ad;['it', 'go', 'ad'];3;2;True
1652803929.578509;go;['it', 'go'];2;2;True
1652803929.745123;it;['ad', 'it'];2;2;True
1652803929.9134195;ad;['ad'];1;2;True
1652803930.012667;ad;['ad'];1;2;True
1652803930.1070354;if;['ad', 'it', 'if'];3;2;True
1652803930.2259252;ad;['it', 'go', 'ad'];3;2;True
1652803930.3394556;if;['if'];1;2;True
1652803930.428885;ad;['go', 'if', 'ad'];3;2;True
1652803930.5217798;ad;['go', 'it', 'ad'];3;2;True
1652803930.610149;it;['if', 'it'];2;2;True
1652803930.7042375;ad;['go', 'it', 'ad'];3;2;True
1652803930.790411;go;['go'];1;2;True
1652803930.8782501;if;['ad', 'it', 'if'];3;2;True
1652803930.9626687;it;['it'];1;2;True
1652803931.043666;ad;['go', 'if', 'ad'];3;2;True
1652803931.137658;it;['it'];1;2;True
1652803931.238029;it;['if', 'it'];2;2;True
1652803931.3394315;it;['ad', 'if', 'it'];3;2;True
1652803931.4334323;if;['it', 'if'];2;2;True
1652803931.5569992;ad;['ad'];1;2;True
1652803931.662689;if;['go', 'it', 'if'];3;2;True
1652803931.7488253;ad;['if', 'go', 'ad'];3;2;True
1652803931.831462;it;['it'];1;2;True
1652803931.9147546;it;['ad', 'if', 'it'];3;2;True
1652803932.0130973;go;['ad', 'it', 'go'];3;2;True
1652803932.09405;it;['ad', 'it'];2;2;True
1652803932.1866803;ad;['it', 'go', 'ad'];3;2;True
1652803932.2738526;go;['go'];1;2;True
1652803932.384442;go;['it', 'go'];2;2;True
1652803932.4711328;it;['ad', 'if', 'it'];3;2;True
1652803932.5561585;it;['if', 'it'];2;2;True
1652803932.6424341;it;['if', 'it'];2;2;True
1652803932.7318876;ad;['if', 'ad'];2;2;True
1652803932.81901;ad;['if', 'go', 'ad'];3;2;True
1652803932.907498;go;['it', 'ad', 'go'];3;2;True
1652803933.0021682;it;['if', 'it'];2;2;True
1652803933.0861363;if;['go', 'it', 'if'];3;2;True
1652803933.1766934;it;['it'];1;2;True
1652803933.2606106;if;['it', 'if'];2;2;True
1652803933.3464823;ad;['go', 'if', 'ad'];3;2;True
1652803933.4329505;if;['go', 'if'];2;2;True
1652803933.5246208;go;['if', 'ad', 'go'];3;2;True
1652803933.6024642;if;['go', 'it', 'if'];3;2;True
1652803933.6954865;if;['ad', 'if'];2;2;True
1652803933.7810013;go;['ad', 'if', 'go'];3;2;True
1652803933.879747;ad;['it', 'ad'];2;2;True
1652803933.966058;ad;['it', 'go', 'ad'];3;2;True
1652803934.0539684;if;['if'];1;2;True
1652803934.1397529;go;['if', 'ad', 'go'];3;2;True
1652803934.2328093;if;['it', 'if'];2;2;True
1652803934.3239574;ad;['it', 'go', 'ad'];3;2;True
1652803934.4221072;if;['if'];1;2;True
1652803934.5145652;it;['go', 'it'];2;2;True
1652803934.5993147;go;['ad', 'it', 'go'];3;2;True
1652803934.7080963;ad;['go', 'it', 'ad'];3;2;True
1652803934.830365;if;['it', 'if'];2;2;True
1652803934.9356043;ad;['go', 'it', 'ad'];3;2;True
1652803935.0347424;it;['go', 'if', 'it'];3;2;True
1652803935.156009;go;['go'];1;2;True
1652803935.310637;ad;['if', 'ad'];2;2;True
1652803935.401507;it;['it'];1;2;True
1652803935.5099597;go;['if', 'ad', 'go'];3;2;True
1652803935.5939643;go;['if', 'ad', 'go'];3;2;True
1652803935.6852508;it;['it'];1;2;True
1652803935.777431;it;['ad', 'it'];2;2;True
1652803935.8703382;it;['it'];1;2;True
1652803935.9539773;it;['ad', 'it'];2;2;True
1652803936.0448902;go;['ad', 'if', 'go'];3;2;True
1652803936.135239;if;['it', 'if'];2;2;True
1652803936.252796;go;['if', 'ad', 'go'];3;2;True
1652803936.3408742;if;['it', 'if'];2;2;True
1652803936.4265597;go;['ad', 'if', 'go'];3;2;True
1652803936.5104856;it;['it'];1;2;True
1652803936.6012688;ad;['go', 'if', 'ad'];3;2;True
1652803936.6941292;go;['if', 'go'];2;2;True
1652803936.7809606;ad;['go', 'if', 'ad'];3;2;True
1652803936.8694751;it;['go', 'if', 'it'];3;2;True
1652803936.9472144;go;['it', 'ad', 'go'];3;2;True
1652803937.0404172;it;['go', 'if', 'it'];3;2;True
1652803937.1294193;if;['go', 'if'];2;2;True
1652803937.2242813;if;['it', 'if'];2;2;True
1652803937.3092432;if;['it', 'if'];2;2;True
1652803937.4011385;go;['if', 'go'];2;2;True
1652803937.5080671;it;['it'];1;2;True
1652803937.618655;ad;['if', 'ad'];2;2;True
1652803937.7504108;if;['ad', 'it', 'if'];3;2;True
1652803937.9100127;raw;['age', 'can', 'hat', 'bad', 'law', 'raw'];6;3;True
1652803938.0178359;pen;['eat', 'pie', 'pen'];3;3;True
1652803938.1041877;fan;['eat', 'fan'];2;3;True
1652803938.1915815;one;['ear', 'egg', 'let', 'eye', 'due', 'pie', 'one'];7;3;True
1652803938.2833498;map;['sea', 'art', 'gap', 'map'];4;3;True
1652803938.3789043;dog;['age', 'god', 'dog'];3;3;True
1652803938.4758217;dog;['eat', 'win', 'mom', 'job', 'pop', 'log', 'dog'];7;3;True
1652803938.5738943;web;['ear', 'use', 'net', 'bed', 'web'];5;3;True
1652803938.6612914;fun;['ear', 'two', 'pin', 'fun'];4;3;True
1652803938.7530556;tax;['tea', 'tax'];2;3;True
1652803938.8429155;bid;['ear', 'two', 'mix', 'lip', 'dig', 'kid', 'bid'];7;3;True
1652803938.9378426;red;['age', 'toe', 'web', 'red'];4;3;True
1652803939.0326073;let;['tea', 'bet', 'let'];3;3;True
1652803939.1225662;bus;['ear', 'put', 'bug', 'buy', 'bus'];5;3;True
1652803939.2211058;ear;['tea', 'ear'];2;3;True
1652803939.3085303;run;['sea', 'dot', 'rip', 'rub', 'run'];5;3;True
